"id","equip_id","equip_type","equip_name","equip_field","guksa_name","up_down","link_equip_id","link_equip_type","link_equip_name","link_equip_field","link_guksa_name","link_name","cable_aroot","cable_broot"
330,금일중_금일R1:MDM-0203_ECLIPSE-INUe-11G-(1///P1),ECLIPSE,금일중_금일R1:MDM-0203_ECLIPSE-INUe-11G-(1///P1),MW,금일R1,down,충도_충도R1:0199_CTR-8540-8G-(//1/2),CTR,충도_충도R1:0199_CTR-8540-8G-(//1/2),MW,충도R1,금일R1-충도R1-10-CTR,"","
"
319,금일중_금일R1:MDM-0203_ECLIPSE-INUe-11G-(1///P1),ECLIPSE,금일중_금일R1:MDM-0203_ECLIPSE-INUe-11G-(1///P1),MW,금일R1,down,충도_충도R1:MDM-0101_ECLIPSE-INUe-11G-(1///P1),ECLIPSE,충도_충도R1:MDM-0101_ECLIPSE-INUe-11G-(1///P1),MW,충도R1,금일R1-충도R1-MW-000001,"","
"
332,금일중_금일R1:통합형-0103-05_IP-20N-D-6GU-(1/S/2/S/3/S/4/S),IP-20,금일중_금일R1:통합형-0103-05_IP-20N-D-6GU-(1/S/2/S/3/S/4/S),MW,금일R1,up,완도중_완도중:통합형-0103-01_IP-20N-D-6GU-(1/S/2/S/3/S/4/S),IP-20,완도중_완도중:통합형-0103-01_IP-20N-D-6GU-(1/S/2/S/3/S/4/S),MW,완도중,완도중-금일R1-10-20N#01,"","
"
326,금일중_금일R1:통합형-0401-01_IP-20C-11G-(1/2),IP-20,금일중_금일R1:통합형-0401-01_IP-20C-11G-(1/2),MW,금일R1,down,생일도_생일R1:통합형-0101-01_IP-20N-11G-(1/2),IP-20,생일도_생일R1:통합형-0101-01_IP-20N-11G-(1/2),MW,생일R1,금일R1-생일R1-10-20N1_1,"","
"
321,금일중_금일R1:통합형-0401-01_IP-20C-11G-(1/2),IP-20,금일중_금일R1:통합형-0401-01_IP-20C-11G-(1/2),MW,금일R1,up,장용(약산)_장용R1:통합형-0202-01_IP-20C-11G-(1/2),IP-20,장용(약산)_장용R1:통합형-0202-01_IP-20C-11G-(1/2),MW,장용R1,금일R1-장용R1-10-20C#01,"","
"
327,금일중_금일R1:통합형-0401-02_IP-20C-11G-(1/2),IP-20,금일중_금일R1:통합형-0401-02_IP-20C-11G-(1/2),MW,금일R1,down,생일도_생일R1:통합형-0101-02_IP-20N-11G-(1/2),IP-20,생일도_생일R1:통합형-0101-02_IP-20N-11G-(1/2),MW,생일R1,금일R1-생일R1-10-20N2_1,"","
"
322,금일중_금일R1:통합형-0401-02_IP-20C-11G-(1/2),IP-20,금일중_금일R1:통합형-0401-02_IP-20C-11G-(1/2),MW,금일R1,up,장용(약산)_장용R1:통합형-0202-02_IP-20C-11G-(1/2),IP-20,장용(약산)_장용R1:통합형-0202-02_IP-20C-11G-(1/2),MW,장용R1,금일R1-장용R1-10-20C#02,"","
"
331,금일중_금일R1:통합형-0401-03_IP-20C-11G-(1/2),IP-20,금일중_금일R1:통합형-0401-03_IP-20C-11G-(1/2),MW,금일R1,down,다랑도_다랑R1:통합형-0101-01_IP-20F-11G-(1/2),IP-20,다랑도_다랑R1:통합형-0101-01_IP-20F-11G-(1/2),MW,다량R1,금일R1-다랑R1-MW-20F,"","
"
323,금일중_금일R1:통합형-0401-03_IP-20C-11G-(1/2),IP-20,금일중_금일R1:통합형-0401-03_IP-20C-11G-(1/2),MW,금일R1,up,장용(약산)_장용R1:통합형-0202-03_IP-20C-11G-(1/2),IP-20,장용(약산)_장용R1:통합형-0202-03_IP-20C-11G-(1/2),MW,장용R1,금일R1-장용R1-10-20C#03,"","
"
324,금일중_금일R1:통합형-0401-04_IP-20C-11G-(1/2),IP-20,금일중_금일R1:통합형-0401-04_IP-20C-11G-(1/2),MW,금일R1,up,장용(약산)_장용R1:통합형-0202-04_IP-20C-11G-(1/2),IP-20,장용(약산)_장용R1:통합형-0202-04_IP-20C-11G-(1/2),MW,장용R1,금일R1-장용R1-10-20C#04,"","
"
325,금일중_금일R1:통합형-0401-05_IP-20C-8G-(1/2),IP-20,금일중_금일R1:통합형-0401-05_IP-20C-8G-(1/2),MW,금일R1,down,황제도_황재R1:통합형-0201-01_IP-20C-8G-(1/2),IP-20,황제도_황재R1:통합형-0201-01_IP-20C-8G-(1/2),MW,황재R1,금일R1-황재R1-10-20C#01,"","
"
469,금호도_Gumhodo-Jupdo-8540_CTR-8540-11G-(1/2),CTR,금호도_Gumhodo-Jupdo-8540_CTR-8540-11G-(1/2),MW,금호R4,up,접도_Jupdo-Gumhodo-8540_CTR-8540-11G-(1/2),CTR,접도_Jupdo-Gumhodo-8540_CTR-8540-11G-(1/2),MW,접도SR,접도SR-금호R4-MS-0001,"","
"
488,금호도_Gumhodo-Jupdo-8540_CTR-8540-11G-(1/2),CTR,금호도_Gumhodo-Jupdo-8540_CTR-8540-11G-(1/2),MW,금호R4,up,접도_Jupdo-Gumhodo-8540_CTR-8540-11G-(1/2),CTR,접도_Jupdo-Gumhodo-8540_CTR-8540-11G-(1/2),MW,접도SR,접도SR-금호R4-MS-0001,"","
"
220,낙월도_낙월R1:CDM-0201-01_CDM-SMR-IP+-8G-(1/2/3/4/5/6),CDM,낙월도_낙월R1:CDM-0201-01_CDM-SMR-IP+-8G-(1/2/3/4/5/6),MW,낙월R1,up,옥실_옥실R1:CDM-0801-01_CDM-SMR-IP+-8G-(1/2/3/4/5/6),CDM,옥실_옥실R1:CDM-0801-01_CDM-SMR-IP+-8G-(1/2/3/4/5/6),MW,옥실R1,낙월R1-옥실R1-10-L1LA#1,"","
"
222,낙월도_낙월R1:MDM-0101-01_CTR-8540-8G-(//1/2),CTR,낙월도_낙월R1:MDM-0101-01_CTR-8540-8G-(//1/2),MW,낙월R1,down,안마도_안마R1:MDM-0101-01_CTR-8540-8G-(//1/2),CTR,안마도_안마R1:MDM-0101-01_CTR-8540-8G-(//1/2),MW,안마R1,낙월R1-안마R1-10-CTR1VH,"","
"
221,낙월도_낙월R1:MDM-0101-02_CTR-8540-8G-(//1/2),CTR,낙월도_낙월R1:MDM-0101-02_CTR-8540-8G-(//1/2),MW,낙월R1,down,안마도_안마R1:MDM-0101-02_CTR-8540-8G-(//1/2),CTR,안마도_안마R1:MDM-0101-02_CTR-8540-8G-(//1/2),MW,안마R1,낙월R1-안마R1-10-CTR5VH,"","
"
223,낙월도_낙월R1:MDM-0101-03_CTR-8312-8G-(1/2),CTR,낙월도_낙월R1:MDM-0101-03_CTR-8312-8G-(1/2),MW,낙월R1,down,대석만도_석만R1:MDM-0101-01_CTR-8312-8G-(1/2),CTR,대석만도_석만R1:MDM-0101-01_CTR-8312-8G-(1/2),MW,석만R1,낙월R1-석만R1-10-CT4VH,"","
"
224,낙월도_낙월R1:MDM-0101-04_CTR-8540-8G-(//1/2/3/4),CTR,낙월도_낙월R1:MDM-0101-04_CTR-8540-8G-(//1/2/3/4),MW,낙월R1,down,안마도_안마R1:MDM-0101-04_CTR-8540-8G-(//1/2/3/4),CTR,안마도_안마R1:MDM-0101-04_CTR-8540-8G-(//1/2/3/4),MW,안마R1,낙월R1-안마R1-10-CTR3_1,"","
"
218,낙월도_낙월R1:통합형-0103-06_IP-20C-11G-(1/2),IP-20,낙월도_낙월R1:통합형-0103-06_IP-20C-11G-(1/2),MW,낙월R1,up,임자중_임자중:통합형-0203-01_IP-20C-11G-(1/2),IP-20,임자중_임자중:통합형-0203-01_IP-20C-11G-(1/2),MW,임자중,임자중-낙월R1-10-20C7VH,"","
"
219,낙월도_낙월R1:통합형-0103-07_IP-20C-11G-(3/4),IP-20,낙월도_낙월R1:통합형-0103-07_IP-20C-11G-(3/4),MW,낙월R1,up,임자중_임자중:통합형-0203-02_IP-20C-11G-(3/4),IP-20,임자중_임자중:통합형-0203-02_IP-20C-11G-(3/4),MW,임자중,임자중-낙월R1-10-20C9VH,"","
"
225,낙월도_낙월R1:통합형-0205-01_IP-20N-11G-(1/2),IP-20,낙월도_낙월R1:통합형-0205-01_IP-20N-11G-(1/2),MW,낙월R1,down,송이도_송이R1:통합형-0102-1_IP-20N-11G-(1/2),IP-20,송이도_송이R1:통합형-0102-1_IP-20N-11G-(1/2),MW,송이R1,낙월R1-송이R1-MW-20N#01,"","
"
226,낙월도_낙월R1:통합형-0206-01_IP-20N-11G-(1/2/3/4),IP-20,낙월도_낙월R1:통합형-0206-01_IP-20N-11G-(1/2/3/4),MW,낙월R1,up,임자중_임자중:통합형-0202-01_IP-20N-11G-(1/2/3/4),IP-20,임자중_임자중:통합형-0202-01_IP-20N-11G-(1/2/3/4),MW,임자중,임자중-낙월R1-MW-20N#01,"","
"
315,넙도_넙도R1:통합형-0203-01_IP-20C-11G-(1/2),IP-20,넙도_넙도R1:통합형-0203-01_IP-20C-11G-(1/2),MW,넙도R1,up,노화중_노화R1:통합형-0305-01_IP-20C-11G-(1/2),IP-20,노화중_노화R1:통합형-0305-01_IP-20C-11G-(1/2),MW,노화R1,넙도R1-노화R1-10-20C#01,"","
"
316,넙도_넙도R1:통합형-0203-02_IP-20N-11G-(1/2),IP-20,넙도_넙도R1:통합형-0203-02_IP-20N-11G-(1/2),MW,넙도R1,up,노화중_노화R1:통합형-0305-02_IP-20N-11G-(1/2),IP-20,노화중_노화R1:통합형-0305-02_IP-20N-11G-(1/2),MW,노화R1,넙도R1-노화R1-10-20N#01,"","
"
317,넙도_넙도R1:통합형-0203-03_IP-20N-D-11G-(1/2///5//7),IP-20,넙도_넙도R1:통합형-0203-03_IP-20N-D-11G-(1/2///5//7),MW,넙도R1,up,노화중_노화R1:통합형-0305-03_IP-20N-D-11G-(1/2///5//7),IP-20,노화중_노화R1:통합형-0305-03_IP-20N-D-11G-(1/2///5//7),MW,노화R1,넙도R1-노화R1-MW-20N2,"","
"
314,넙도_넙도R1:통합형-0203-03_IP-20N-D-11G-(1/2///5//7),IP-20,넙도_넙도R1:통합형-0203-03_IP-20N-D-11G-(1/2///5//7),MW,넙도R1,up,노화중_노화R1:통합형-0305-05_IP-20C-11G-(1/2),IP-20,노화중_노화R1:통합형-0305-05_IP-20C-11G-(1/2),MW,노화R1,넙도R1-노화R1-MW-10G_01,"","
"
157,넙도R1-MSPP-1111-01-01,MSPP,넙도R1-MSPP-1111-01-01,전송,넙도R1,up,노화R1-MSPP-L-1111-01-01_도서WDM종속,MSPP,노화R1-MSPP-L-1111-01-01_도서WDM종속,전송,노화R1,넙도R1-노화R1-S1-L001,"","
"
38,노화R1-MSPP-L-1111-01-01_도서WDM종속,MSPP,노화R1-MSPP-L-1111-01-01_도서WDM종속,전송,노화R1,down,노화R2-MSPP-L-1111-01-01,MSPP,노화R2-MSPP-L-1111-01-01,전송,노화R2,노화R1-노화R2-10-L001,"노화R1-노화R2-FO-0002(3,4)","노화R1-노화R2-FO-0003(003,004)"""
40,노화R1-MSPP-L-1111-01-01_도서WDM종속,MSPP,노화R1-MSPP-L-1111-01-01_도서WDM종속,전송,노화R1,down,보길R1-MSPP-L-1101-02-02_도서WDM종속,MSPP,보길R1-MSPP-L-1101-02-02_도서WDM종속,전송,보길R1,노화R1-보길R1-D3-L001,"노화R2-보길R1-FO-0001(3,4)","노화R1-노화R2-FO-0003(001,002)"""
39,노화R1-MSPP-L-1111-01-01_도서WDM종속,MSPP,노화R1-MSPP-L-1111-01-01_도서WDM종속,전송,노화R1,down,활목R1-MSPP-0101-01-01_노화중15-M001,MSPP,활목R1-MSPP-0101-01-01_노화중15-M001,전송,활목R1,노화R1-활목R1-15-M001,"노화R1-활목R1-FO-0001(3,4)","노화R1-노화R2-FO-0003(007,008)|노화R2-활목R1-FO-0001(025,026)"""
523,노화R2-MSPP-L-1111-01-01,MSPP,노화R2-MSPP-L-1111-01-01,전송,노화R2,down,JNWDS0550_완도-보길R1-BAGW2131,AGW,완도-보길R1-BAGW2131,교환,보길R1,노화R2-보길R1-FO-0001,"","
"
195,노화R2-MSPP-L-1111-01-01,MSPP,노화R2-MSPP-L-1111-01-01,전송,노화R2,down,보길R1(분기) LTE SW02 ,#N/A,보길R1(분기) LTE SW02 ,IP,보길R1,노화R2-보길R1-FO-0001,"","
"
194,노화R2-MSPP-L-1111-01-01,MSPP,노화R2-MSPP-L-1111-01-01,전송,노화R2,down,완도-보길R1-BAGW2131,#N/A,완도-보길R1-BAGW2131,교환,보길R1,노화R2-보길R1-FO-0001,"","
"
200,노화R2-ROADM-0105-01_보길R1_노화R2_완도,ROADM,노화R2-ROADM-0105-01_보길R1_노화R2_완도,전송,노화R2,down,M_F809,#N/A,M_F809,IP,노화R1,노화R2-노화R1-FO-0001,"","
"
201,노화R2-ROADM-0105-01_보길R1_노화R2_완도,ROADM,노화R2-ROADM-0105-01_보길R1_노화R2_완도,전송,노화R2,down,M_F810,#N/A,M_F810,IP,활목R1,노화R2-활목R1-FO-0001,"","
"
202,노화R2-ROADM-0105-01_보길R1_노화R2_완도,ROADM,노화R2-ROADM-0105-01_보길R1_노화R2_완도,전송,노화R2,down,M_F811,#N/A,M_F811,IP,통리R1,노화R2-통리R1-FO-0001,"","
"
41,노화R2-ROADM-0105-01_보길R1_노화R2_완도,ROADM,노화R2-ROADM-0105-01_보길R1_노화R2_완도,전송,노화R2,down,보길R1-ROADM-0203-01_소안R1_보길R1_노화R2,ROADM,보길R1-ROADM-0203-01_소안R1_보길R1_노화R2,전송,보길R1,노화R2-보길R1-W400-H001,"노화R2-보길R1-FO-0001(41,42)","
"
524,노화R2-ROADM-0105-01_보길R1_노화R2_완도,ROADM,노화R2-ROADM-0105-01_보길R1_노화R2_완도,전송,노화R2,down,완도국사_1#[도서_노화도]노화이포_MOLT_F809#1-DAS_V5832XG,중용량 OLT,M_F809,IP,노화R1,노화R2-노화R1-FO-0001,"","
"
525,노화R2-ROADM-0105-01_보길R1_노화R2_완도,ROADM,노화R2-ROADM-0105-01_보길R1_노화R2_완도,전송,노화R2,down,완도국사_1#[도서_노화도]노화이포_MOLT_F810#2-DAS_V5832XG,중용량 OLT,M_F810,IP,활목R1,노화R2-활목R1-FO-0001,"","
"
526,노화R2-ROADM-0105-01_보길R1_노화R2_완도,ROADM,노화R2-ROADM-0105-01_보길R1_노화R2_완도,전송,노화R2,down,완도국사_1#[도서_노화도]노화이포_MOLT_F811#3-DAS_V5832XG,중용량 OLT,M_F811,IP,통리R1,노화R2-통리R1-FO-0001,"","
"
312,노화중_노화R1:MDM-0302-02_CTR-8540-11G-(//1/2),CTR,노화중_노화R1:MDM-0302-02_CTR-8540-11G-(//1/2),MW,노화R1,down,마삭도_마삭R1:MDM-0101-01_CTR-8540-11G-(//1/2),CTR,마삭도_마삭R1:MDM-0101-01_CTR-8540-11G-(//1/2),MW,마삭R1,노화R1-마삭R1-10-CTR1_1,"","
"
311,노화중_노화R1:MDM-0302-02_CTR-8540-11G-(//1/2),CTR,노화중_노화R1:MDM-0302-02_CTR-8540-11G-(//1/2),MW,노화R1,down,마안도_마안R1:0102-01_CTR-8540-11G-(//1/2),CTR,마안도_마안R1:0102-01_CTR-8540-11G-(//1/2),MW,마안R1,노화R1-마안R1-10-CTR001,"","
"
308,노화중_노화R1:통합형-0305-01_IP-20C-11G-(1/2),IP-20,노화중_노화R1:통합형-0305-01_IP-20C-11G-(1/2),MW,노화R1,down,넙도_넙도R1:통합형-0203-01_IP-20C-11G-(1/2),IP-20,넙도_넙도R1:통합형-0203-01_IP-20C-11G-(1/2),MW,넙도R1,넙도R1-노화R1-10-20C#01,"","
"
307,노화중_노화R1:통합형-0305-01_IP-20C-11G-(1/2),IP-20,노화중_노화R1:통합형-0305-01_IP-20C-11G-(1/2),MW,노화R1,down,당사도(목포)_MDM-0101-02_CTR-8540-11G-(//1/2),CTR,당사도(목포)_MDM-0101-02_CTR-8540-11G-(//1/2),MW,당사R1,노화R1-당사R2-MW-10G_01,"","
"
309,노화중_노화R1:통합형-0305-02_IP-20N-11G-(1/2),IP-20,노화중_노화R1:통합형-0305-02_IP-20N-11G-(1/2),MW,노화R1,down,넙도_넙도R1:통합형-0203-02_IP-20N-11G-(1/2),IP-20,넙도_넙도R1:통합형-0203-02_IP-20N-11G-(1/2),MW,넙도R1,넙도R1-노화R1-10-20N#01,"","
"
306,노화중_노화R1:통합형-0305-03_IP-20N-D-11G-(1/2///5//7),IP-20,노화중_노화R1:통합형-0305-03_IP-20N-D-11G-(1/2///5//7),MW,노화R1,down,넙도_넙도R1:통합형-0203-01_IP-20C-11G-(1/2),IP-20,넙도_넙도R1:통합형-0203-01_IP-20C-11G-(1/2),MW,넙도R1,넙도R1-노화R1-MW-10G_01,"","
"
310,노화중_노화R1:통합형-0305-03_IP-20N-D-11G-(1/2///5//7),IP-20,노화중_노화R1:통합형-0305-03_IP-20N-D-11G-(1/2///5//7),MW,노화R1,down,넙도_넙도R1:통합형-0203-03_IP-20N-D-11G-(1/2///5//7),IP-20,넙도_넙도R1:통합형-0203-03_IP-20N-D-11G-(1/2///5//7),MW,넙도R1,넙도R1-노화R1-MW-20N2,"","
"
305,노화중_노화R1:통합형-0305-05_IP-20C-11G-(1/2),IP-20,노화중_노화R1:통합형-0305-05_IP-20C-11G-(1/2),MW,노화R1,down,넙도_넙도R1:통합형-0203-01_IP-20C-11G-(1/2),IP-20,넙도_넙도R1:통합형-0203-01_IP-20C-11G-(1/2),MW,넙도R1,넙도R1-노화R1-10-20C#01,"","
"
313,노화중_노화R1:통합형-0305-05_IP-20C-11G-(1/2),IP-20,노화중_노화R1:통합형-0305-05_IP-20C-11G-(1/2),MW,노화R1,down,당사도(목포)_MDM-0101-03_CTR-8540-11G-(//1/2),CTR,당사도(목포)_MDM-0101-03_CTR-8540-11G-(//1/2),MW,당사R2,노화R1-당사R2-MW-20N#01,"","
"
31,녹동-MSPP-L-0407-01-01-#1,MSPP,녹동-MSPP-L-0407-01-01-#1,전송,녹동,down,금당R3-MSPP-L-1101-01-01_녹동한전광,MSPP,금당R3-MSPP-L-1101-01-01_녹동한전광,전송,금당R3,녹동-금당R3-10R-L002,"금당R3-금당R3-SF-0665(1,2)|금산R6-소록R1-FO-0001(63,64)|금산R6-JNGH금산한전-SF-0627(1,2)|금산R6-JNGH금산한전-SF-0628(1,2)|녹동-소록R1-FO-0001(51,52)|JNGH금산한전-JNWD금당한전-MF-KT-0001(15,16)","녹동-소록R1-FO-0003(001,002)|금산R6-소록R1-FO-0002(001)|JNGH금산한전-JNWD금당한전-MF-KT-0001(013,014)|JNWD금당한전-JNWD금일한전-MF-KT-0001(013,014)|금일R1-JNWD금일한전-SF-0155(001,002)|금일R1-JNWD금일한전-SF-0156(001,002)|생일R1-JNWD생일한전-SF-0205(001,002)|금당R3-금당R3-SF-0666(001,002)|생일R1-생일R1-SF-0203(013,014)|JNWD금당한전-JNWD금일한전-MF-KT-0001(015,016)"""
44,녹동-MSPP-L-0407-01-01-#1,MSPP,녹동-MSPP-L-0407-01-01-#1,전송,녹동,down,금일R1-MSPP-L-1101-02-02_녹동한전광,MSPP,금일R1-MSPP-L-1101-02-02_녹동한전광,전송,금일R1,녹동-금일R1-10R-L002,"녹동-소록R1-FO-0003(1,2)|금산R6-소록R1-FO-0002(1)|JNGH금산한전-JNWD금당한전-MF-KT-0001(13,14)|JNWD금당한전-JNWD금일한전-MF-KT-0001(13,14)|금일R1-JNWD금일한전-SF-0155(1,2)","녹동-소록R1-FO-0001(051,052)|금산R6-소록R1-FO-0001(063,064)|금산R6-JNGH금산한전-SF-0627(001,002)|금산R6-JNGH금산한전-SF-0628(001,002)|JNGH금산한전-JNWD금당한전-MF-KT-0001(015,016)|금당R3-금당R3-SF-0665(001,002)|금당R3-금당R3-SF-0666(001,002)|JNWD금당한전-JNWD금일한전-MF-KT-0001(015,016)|생일R1-생일R1-SF-0203(013,014)|생일R1-JNWD생일한전-SF-0205(001,002)|금일R1-JNWD금일한전-SF-0156(001,002)"""
46,녹동-MSPP-L-0407-01-01-#1,MSPP,녹동-MSPP-L-0407-01-01-#1,전송,녹동,down,생일R1-MSPP-L-0101-02-02_녹동-W40R-L001수용,MSPP,생일R1-MSPP-L-0101-02-02_녹동-W40R-L001수용,전송,생일R1,녹동-생일R1-10R-L001,"녹동-소록R1-FO-0003(1,2)|금산R6-소록R1-FO-0002(1)|JNGH금산한전-JNWD금당한전-MF-KT-0001(13,14)|JNWD금당한전-JNWD금일한전-MF-KT-0001(13,14)|금일R1-JNWD금일한전-SF-0155(1,2)|금일R1-JNWD금일한전-SF-0156(1,2)|생일R1-JNWD생일한전-SF-0205(1,2)","녹동-소록R1-FO-0001(051,052)|금산R6-소록R1-FO-0001(063,064)|금산R6-JNGH금산한전-SF-0627(001,002)|금산R6-JNGH금산한전-SF-0628(001,002)|JNGH금산한전-JNWD금당한전-MF-KT-0001(015,016)|금당R3-금당R3-SF-0665(001,002)|금당R3-금당R3-SF-0666(001,002)|JNWD금당한전-JNWD금일한전-MF-KT-0001(015,016)|생일R1-생일R1-SF-0203(013,014)"""
32,녹동-MSPP-L-0407-02-02-#2,MSPP,녹동-MSPP-L-0407-02-02-#2,전송,녹동,down,금당R3-MSPP-L-1101-01-01_녹동한전광,MSPP,금당R3-MSPP-L-1101-01-01_녹동한전광,전송,금당R3,녹동-금당R3-10R-L003,"금당R3-금당R3-SF-0665(1,2)|금산R6-소록R1-FO-0001(63,64)|금산R6-JNGH금산한전-SF-0627(1,2)|금산R6-JNGH금산한전-SF-0628(1,2)|녹동-소록R1-FO-0001(51,52)|JNGH금산한전-JNWD금당한전-MF-KT-0001(15,16)","녹동-소록R1-FO-0003(001,002)|금산R6-소록R1-FO-0002(001)|JNGH금산한전-JNWD금당한전-MF-KT-0001(013,014)|JNWD금당한전-JNWD금일한전-MF-KT-0001(013,014)|금일R1-JNWD금일한전-SF-0155(001,002)|금일R1-JNWD금일한전-SF-0156(001,002)|생일R1-JNWD생일한전-SF-0205(001,002)|금당R3-금당R3-SF-0666(001,002)|생일R1-생일R1-SF-0203(013,014)|JNWD금당한전-JNWD금일한전-MF-KT-0001(015,016)"""
43,녹동-MSPP-L-0407-02-02-#2,MSPP,녹동-MSPP-L-0407-02-02-#2,전송,녹동,down,금일R1-MSPP-L-1101-02-02_녹동한전광,MSPP,금일R1-MSPP-L-1101-02-02_녹동한전광,전송,금일R1,녹동-금일R1-10R-L003,"녹동-소록R1-FO-0003(1,2)|금산R6-소록R1-FO-0002(1)|JNGH금산한전-JNWD금당한전-MF-KT-0001(13,14)|JNWD금당한전-JNWD금일한전-MF-KT-0001(13,14)|금일R1-JNWD금일한전-SF-0155(1,2)","녹동-소록R1-FO-0001(051,052)|금산R6-소록R1-FO-0001(063,064)|금산R6-JNGH금산한전-SF-0627(001,002)|금산R6-JNGH금산한전-SF-0628(001,002)|JNGH금산한전-JNWD금당한전-MF-KT-0001(015,016)|금당R3-금당R3-SF-0665(001,002)|금당R3-금당R3-SF-0666(001,002)|JNWD금당한전-JNWD금일한전-MF-KT-0001(015,016)|생일R1-생일R1-SF-0203(013,014)|생일R1-JNWD생일한전-SF-0205(001,002)|금일R1-JNWD금일한전-SF-0156(001,002)"""
45,녹동-MSPP-L-0407-02-02-#2,MSPP,녹동-MSPP-L-0407-02-02-#2,전송,녹동,down,생일R1-MSPP-L-0101-02-02_녹동-W40R-L001수용,MSPP,생일R1-MSPP-L-0101-02-02_녹동-W40R-L001수용,전송,생일R1,녹동-생일R1-10R-L003,"녹동-소록R1-FO-0003(1,2)|금산R6-소록R1-FO-0002(1)|JNGH금산한전-JNWD금당한전-MF-KT-0001(13,14)|JNWD금당한전-JNWD금일한전-MF-KT-0001(13,14)|금일R1-JNWD금일한전-SF-0155(1,2)|금일R1-JNWD금일한전-SF-0156(1,2)|생일R1-JNWD생일한전-SF-0205(1,2)","녹동-소록R1-FO-0001(051,052)|금산R6-소록R1-FO-0001(063,064)|금산R6-JNGH금산한전-SF-0627(001,002)|금산R6-JNGH금산한전-SF-0628(001,002)|JNGH금산한전-JNWD금당한전-MF-KT-0001(015,016)|금당R3-금당R3-SF-0665(001,002)|금당R3-금당R3-SF-0666(001,002)|JNWD금당한전-JNWD금일한전-MF-KT-0001(015,016)|생일R1-생일R1-SF-0203(013,014)"""
42,녹동-MSPP-L-0407-02-02-#2,MSPP,녹동-MSPP-L-0407-02-02-#2,전송,녹동,down,오천R2-MSPP-0203-03-03-녹동10R-M01,MSPP,오천R2-MSPP-0203-03-03-녹동10R-M01,전송,오천R2,녹동-오천R2-10R-M001,"녹동-소록R1-FO-0001(65,66)|금산R6-소록R1-FO-0001(65,66)|금산R6-오천R2-FO-0002(9,10)","녹동-소록R1-FO-0003(003,004)|금산R6-소록R1-FO-0002(003,004)|금산R6-동정R1-FO-0001(001,002)|동정R1-오천R2-FO-0001(003,004)"""
450,다랑도_다랑R1:통합형-0101-01_IP-20F-11G-(1/2),IP-20,다랑도_다랑R1:통합형-0101-01_IP-20F-11G-(1/2),MW,다랑R1,up,금일중_금일R1:통합형-0401-03_IP-20C-11G-(1/2),IP-20,금일중_금일R1:통합형-0401-03_IP-20C-11G-(1/2),MW,금일R1,금일R1-다랑R1-MW-20F,"","
"
410,다물도_통합형-0102-01_IP-20N-8G-(1/2/3),IP-20,다물도_통합형-0102-01_IP-20N-8G-(1/2/3),MW,다물R1,up,흑산도_톨합형-0310-01_IP-20N-11G-(1/2/3),IP-20,흑산도_톨합형-0310-01_IP-20N-11G-(1/2/3),MW,흑산R1,다물R1-흑산R1-G1-20N1V1,"","
"
411,다물도_통합형-0102-02_IP-20N-D-11G-(1/2/3//4),IP-20,다물도_통합형-0102-02_IP-20N-D-11G-(1/2/3//4),MW,다물R1,up,대둔도_통합형-0103-01_IP-20N-D-11G-(1/2/3//4),IP-20,대둔도_통합형-0103-01_IP-20N-D-11G-(1/2/3//4),MW,대둔R1,다물R1-대둔R1-G1-20N1V1,"","
"
412,다물도_통합형-0102-03_IP-20N-D-11G-(1/2),IP-20,다물도_통합형-0102-03_IP-20N-D-11G-(1/2),MW,다물R1,up,흑산도_통합형-0312-03_IP-20N-D-11G-(1/2),IP-20,흑산도_통합형-0312-03_IP-20N-D-11G-(1/2),MW,흑산R1,다물R1-흑산R1-MW-20N2H1,"","
"
512,단장R2-MSPP-0104-05-05_도화R-10R-M001,MSPP,단장R2-MSPP-0104-05-05_도화R-10R-M001,전송,단장R2,down,JNGH03006_고흥-지죽R1-BAGW0950,AGW,고흥-지죽R1-BAGW0950,교환,지죽R1,단장R2-지죽R1-FO-0001,"","
"
183,단장R2-MSPP-0104-05-05_도화R-10R-M001,MSPP,단장R2-MSPP-0104-05-05_도화R-10R-M001,전송,단장R2,down,고흥-지죽R1-BAGW0950,#N/A,고흥-지죽R1-BAGW0950,교환,지죽R1,단장R2-지죽R1-FO-0001,"","
"
47,단장R2-MSPP-0104-05-05_도화R-10R-M001,MSPP,단장R2-MSPP-0104-05-05_도화R-10R-M001,전송,단장R2,up,도화R2-MSPP-L-0301-01-01_고흥-10R-M001,MSPP,도화R2-MSPP-L-0301-01-01_고흥-10R-M001,전송,도화R2,단장R2-도화R2-10R-M001,"단장R2-도화R2-FO-0001(9,10)","구암R2-단장R2-FO-0002(011,012)|구암R2-도화R2-FO-0002(009,010)"""
413,당사도(목포)_MDM-0101-02_CTR-8540-11G-(//1/2),CTR,당사도(목포)_MDM-0101-02_CTR-8540-11G-(//1/2),MW,당사R3,up,송공_MDM-0104-01_CTR-8540-11G-(//1/2),CTR,송공_MDM-0104-01_CTR-8540-11G-(//1/2),MW,송공R1,당사R3-송공R1-MW-85C1H1,"","
"
